,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Emotion
1506,-368.9723205566406,61.493377685546875,-19.384403228759766,4.202034950256348,-9.131941795349121,1.9301522970199585,-32.07012176513672,2.2022199630737305,-20.321613311767578,1.219193696975708,-15.634625434875488,6.749720096588135,-6.355696678161621,7.863167762756348,-7.599714756011963,-0.3947911262512207,-4.187841892242432,-1.6757861375808716,-7.529254913330078,-13.56226921081543,0.06777089834213257,7.412713050842285,9.143131256103516,27.562124252319336,28.226789474487305,26.224931716918945,16.269224166870117,7.624594688415527,-0.16545230150222778,2.1357064247131348,10.49636459350586,8.19955825805664,3.2955079078674316,-3.8116910457611084,4.671908378601074,3.539417266845703,3.1469240188598633,0.5309551358222961,-0.9564956426620483,0.27919596433639526,angry
4004,-355.60308837890625,38.86553192138672,-9.908045768737793,22.735713958740234,-15.76747989654541,-8.935934066772461,-15.739083290100098,-0.27080124616622925,-20.238733291625977,9.692438125610352,-10.071372985839844,9.902939796447754,-5.421136856079102,4.780614852905273,-7.971428871154785,5.342563629150391,0.23474998772144318,2.667340040206909,-0.5777294635772705,5.875742435455322,-4.2867021560668945,0.7321826219558716,-2.2950668334960938,0.9183171391487122,-1.0251367092132568,-1.0812668800354004,0.40543675422668457,-1.622800350189209,2.0076606273651123,4.98037052154541,5.423266887664795,8.20160961151123,7.173004627227783,5.746874809265137,5.052680492401123,2.975216865539551,2.1343894004821777,4.753096103668213,1.7149827480316162,-0.12214694172143936,surprised
3403,-275.5533447265625,23.893110275268555,-24.31273078918457,13.755532264709473,-22.732662200927734,5.488960266113281,-16.365371704101562,-10.866430282592773,-8.469767570495605,3.0116820335388184,-28.576261520385742,18.852115631103516,-9.87863540649414,10.343208312988281,0.46927568316459656,2.3290812969207764,0.43907541036605835,15.019211769104004,-0.663123607635498,11.282214164733887,7.586282253265381,7.756194114685059,-3.1390128135681152,6.540126800537109,1.2938979864120483,8.549553871154785,3.1008856296539307,2.7635867595672607,-0.5730919241905212,-0.25975725054740906,-5.5370707511901855,3.2937283515930176,-5.174295425415039,1.6268938779830933,-1.7505455017089844,-0.05861293524503708,3.4219131469726562,0.08268123120069504,-0.05019920691847801,1.4886137247085571,fear
3741,-394.36309814453125,77.91060638427734,-10.516042709350586,36.085594177246094,-10.771651268005371,0.45279353857040405,-11.980116844177246,-11.215227127075195,-12.780173301696777,10.389180183410645,-20.38935661315918,15.287432670593262,-7.0537519454956055,4.587989330291748,-1.830826997756958,-6.4988837242126465,1.3137946128845215,-1.5662643909454346,-11.374067306518555,2.908247470855713,-6.312082767486572,-5.211966514587402,-6.243430137634277,-6.264466762542725,-5.492032051086426,-1.4887995719909668,-4.71397066116333,0.49778881669044495,-4.855783462524414,-3.21048641204834,-9.622511863708496,-5.657825469970703,-0.05226714164018631,12.855667114257812,27.33812141418457,36.53346633911133,36.57130813598633,20.371368408203125,5.9873480796813965,-4.397952556610107,neutral
515,-366.58428955078125,66.20472717285156,-39.219669342041016,16.998004913330078,-16.833770751953125,2.1640708446502686,-12.073948860168457,-4.424345016479492,-1.4282065629959106,-5.683023929595947,5.813623428344727,-4.2850446701049805,2.859215021133423,-2.080354928970337,-2.3465871810913086,0.8236129879951477,0.7771551609039307,1.4191282987594604,5.911752700805664,8.626954078674316,3.5742454528808594,6.280093193054199,3.6543493270874023,2.2933781147003174,1.4566725492477417,2.451603412628174,1.8719497919082642,0.8306525349617004,3.565160036087036,2.307231903076172,3.14436936378479,2.2370779514312744,1.9982147216796875,2.5740175247192383,3.180004119873047,2.227160930633545,2.8084261417388916,3.8595566749572754,1.492132544517517,2.0430171489715576,angry
3094,-383.4437561035156,71.161376953125,-28.34479522705078,13.556136131286621,-20.23093032836914,9.401265144348145,-10.214020729064941,-8.397346496582031,-13.487703323364258,8.203309059143066,-13.975680351257324,3.4841103553771973,-10.090352058410645,5.053024768829346,-5.011588096618652,-3.2246358394622803,-2.43319034576416,-2.206695079803467,-5.235764026641846,3.7068023681640625,-4.26253604888916,-1.9776875972747803,0.6220062375068665,1.9021399021148682,-0.8270246386528015,0.39236241579055786,1.6204580068588257,3.6059420108795166,5.550622940063477,4.368189811706543,0.48456233739852905,4.290920257568359,2.9432883262634277,2.457014560699463,3.8648288249969482,-0.4045870900154114,3.6057517528533936,0.6880523562431335,2.294217586517334,2.8244407176971436,disgust
860,-630.4107055664062,84.02751922607422,-16.315824508666992,28.273401260375977,2.32283616065979,3.4722371101379395,-0.9090955853462219,0.23167996108531952,-1.839115023612976,-0.930140495300293,1.5178412199020386,-2.66933274269104,1.8671143054962158,-2.8564558029174805,1.5364789962768555,0.44646281003952026,-0.38152778148651123,-1.4841642379760742,0.14491011202335358,1.5459816455841064,-3.0913264751434326,0.524366557598114,-0.28907448053359985,0.6008173227310181,1.0393471717834473,2.104512929916382,2.5343854427337646,2.699836254119873,2.52738094329834,0.6685702800750732,2.279228925704956,-0.11649145931005478,0.782308042049408,0.11926382035017014,-0.36002206802368164,0.9034200310707092,-0.11817621439695358,0.6238932013511658,-1.0555309057235718,-1.73978590965271,sad
406,-732.5390014648438,90.13121032714844,-9.351333618164062,35.077056884765625,-5.847107887268066,12.287806510925293,-13.122673988342285,0.19465596973896027,3.1426444053649902,-2.856898069381714,4.009450435638428,-3.3085286617279053,6.640231132507324,-3.3839025497436523,4.993158340454102,0.5584635138511658,-4.029883861541748,0.8515145182609558,-1.5427649021148682,1.0740904808044434,-6.022833824157715,-2.805387020111084,-2.513420343399048,-4.306759357452393,-0.5405218601226807,-0.1988847404718399,-1.346092700958252,-1.4383660554885864,-1.10460364818573,-3.2201120853424072,-2.3075876235961914,-1.2601410150527954,-0.5781543254852295,-0.47716614603996277,-2.010183095932007,-3.048011064529419,-3.597428798675537,-2.435421943664551,-0.10444799810647964,0.7884685397148132,disgust
956,-567.6243896484375,54.60470199584961,-22.35532569885254,10.988576889038086,-13.73475170135498,-5.2070159912109375,-15.856678009033203,-11.738574981689453,-1.5178616046905518,-5.662075996398926,-7.443196773529053,-6.428880214691162,-3.023616313934326,-7.51607084274292,-0.22263742983341217,-6.970045566558838,-3.459979295730591,1.5352948904037476,-2.5220425128936768,3.5523266792297363,0.22080804407596588,0.203007310628891,-2.1893296241760254,-1.9132157564163208,-0.17470242083072662,1.7308895587921143,4.149206638336182,0.834483802318573,1.743088722229004,-1.4009268283843994,-1.493424892425537,-1.070479154586792,-2.0459375381469727,-0.23704314231872559,-0.22017285227775574,0.7765089869499207,0.2578064501285553,0.39118167757987976,1.3673062324523926,2.4365944862365723,surprised
730,-719.100830078125,71.40908813476562,-8.311142921447754,21.56556510925293,3.224531888961792,7.9559645652771,-2.1439335346221924,-5.5331244468688965,-6.165168285369873,1.7351632118225098,4.99954080581665,-3.495990037918091,7.701713562011719,-1.9746878147125244,-1.5860203504562378,4.2675089836120605,-4.068518161773682,-0.9767568111419678,2.3670623302459717,-0.7300651669502258,-0.93499755859375,1.649161696434021,-0.9617397785186768,0.18245555460453033,1.264306664466858,0.08995623886585236,0.34833773970603943,-0.13008449971675873,0.72076416015625,1.0618305206298828,0.6621588468551636,-1.4450868368148804,-0.2553841471672058,0.680657148361206,-0.4194401502609253,1.1997734308242798,-0.017045482993125916,-2.0987892150878906,-1.8994845151901245,-1.7689822912216187,calm
